CASE,rationale,Completeness,Contrastiveness,Plausibility,Satisfaction,Understandability,rationale_id,model,rationale_length,gender,age,country,education,employement
270,RE17,2,4,4,3,4,23,CF:PosRationales,253,female,25 to 29 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
270,RE18,2,2,4,4,4,347,MT+CF:PosRationales,169,female,25 to 29 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
271,RE08,4,3,4,4,4,49,MT:PosRationales,197,male,20 to 24 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
271,RE09,4,3,4,4,4,274,CF:PosRationales,243,male,20 to 24 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
271,RE10,4,3,4,4,4,359,MT+CF:PosRationales,273,male,20 to 24 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
271,RE11,5,5,5,5,5,271,MT+CF:RevRationales,464,male,20 to 24 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
271,RE12,4,3,4,4,4,210,MT+CF:RevRationales,320,male,20 to 24 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
271,RE13,2,2,4,4,4,241,MT+CF:RevRationales,553,male,20 to 24 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
271,RE14,4,3,4,4,4,110,MT:PosRationales,231,male,20 to 24 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
271,RE15,4,3,4,4,4,253,MT:PosRationales,231,male,20 to 24 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
271,RE16,4,4,4,4,5,359,CF:PosRationales,311,male,20 to 24 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
271,RE17,4,3,5,4,4,111,CF:PosRationales,345,male,20 to 24 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
271,RE18,4,3,4,4,4,1,MT+CF:PosRationales,228,male,20 to 24 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
272,RE10,5,4,4,4,4,96,MT+CF:PosRationales,205,female,30 to 34 years old,United Kingdom,"Vocational baccalaureate diploma, vocational secondary certification",Unemployed/seeking employment
272,RE11,5,3,5,5,5,28,MT+CF:RevRationales,277,female,30 to 34 years old,United Kingdom,"Vocational baccalaureate diploma, vocational secondary certification",Unemployed/seeking employment
272,RE12,5,5,5,5,5,330,MT+CF:RevRationales,466,female,30 to 34 years old,United Kingdom,"Vocational baccalaureate diploma, vocational secondary certification",Unemployed/seeking employment
272,RE13,4,5,4,4,5,196,MT+CF:RevRationales,495,female,30 to 34 years old,United Kingdom,"Vocational baccalaureate diploma, vocational secondary certification",Unemployed/seeking employment
272,RE16,3,2,4,4,3,87,CF:PosRationales,281,female,30 to 34 years old,United Kingdom,"Vocational baccalaureate diploma, vocational secondary certification",Unemployed/seeking employment
272,RE19,5,3,5,5,5,138,MT+CF:PosRationales,232,female,30 to 34 years old,United Kingdom,"Vocational baccalaureate diploma, vocational secondary certification",Unemployed/seeking employment
273,RE08,5,5,5,5,5,165,MT:PosRationales,181,female,30 to 34 years old,United Kingdom,Other degree,Unemployed/seeking employment
273,RE09,3,3,4,4,4,5,CF:PosRationales,205,female,30 to 34 years old,United Kingdom,Other degree,Unemployed/seeking employment
273,RE10,4,4,2,2,4,348,MT+CF:PosRationales,248,female,30 to 34 years old,United Kingdom,Other degree,Unemployed/seeking employment
273,RE11,5,5,5,5,5,61,MT+CF:RevRationales,352,female,30 to 34 years old,United Kingdom,Other degree,Unemployed/seeking employment
273,RE12,5,5,5,5,5,305,MT+CF:RevRationales,243,female,30 to 34 years old,United Kingdom,Other degree,Unemployed/seeking employment
273,RE13,4,5,5,4,5,123,MT+CF:RevRationales,322,female,30 to 34 years old,United Kingdom,Other degree,Unemployed/seeking employment
273,RE14,5,5,5,4,4,51,MT:PosRationales,168,female,30 to 34 years old,United Kingdom,Other degree,Unemployed/seeking employment
273,RE15,5,5,5,5,5,148,MT:PosRationales,330,female,30 to 34 years old,United Kingdom,Other degree,Unemployed/seeking employment
273,RE16,3,2,3,3,2,198,CF:PosRationales,301,female,30 to 34 years old,United Kingdom,Other degree,Unemployed/seeking employment
273,RE17,2,2,4,2,2,262,CF:PosRationales,159,female,30 to 34 years old,United Kingdom,Other degree,Unemployed/seeking employment
273,RE18,5,5,5,5,4,288,MT+CF:PosRationales,241,female,30 to 34 years old,United Kingdom,Other degree,Unemployed/seeking employment
273,RE19,5,5,5,5,2,130,MT+CF:PosRationales,264,female,30 to 34 years old,United Kingdom,Other degree,Unemployed/seeking employment
274,RE08,3,4,4,4,4,251,MT:PosRationales,241,male,40 to 44 years old,United Kingdom,Secondary school-leaving certificate/Junior High Diploma,Employee
274,RE09,4,4,4,4,5,110,CF:PosRationales,210,male,40 to 44 years old,United Kingdom,Secondary school-leaving certificate/Junior High Diploma,Employee
274,RE10,4,5,4,4,5,114,MT+CF:PosRationales,219,male,40 to 44 years old,United Kingdom,Secondary school-leaving certificate/Junior High Diploma,Employee
274,RE13,4,4,3,3,4,47,MT+CF:RevRationales,508,male,40 to 44 years old,United Kingdom,Secondary school-leaving certificate/Junior High Diploma,Employee
274,RE14,5,5,5,5,5,85,MT:PosRationales,194,male,40 to 44 years old,United Kingdom,Secondary school-leaving certificate/Junior High Diploma,Employee
274,RE15,4,5,4,5,4,137,MT:PosRationales,214,male,40 to 44 years old,United Kingdom,Secondary school-leaving certificate/Junior High Diploma,Employee
274,RE16,5,4,4,4,5,43,CF:PosRationales,142,male,40 to 44 years old,United Kingdom,Secondary school-leaving certificate/Junior High Diploma,Employee
274,RE17,3,4,3,2,4,238,CF:PosRationales,234,male,40 to 44 years old,United Kingdom,Secondary school-leaving certificate/Junior High Diploma,Employee
274,RE18,4,4,5,5,5,151,MT+CF:PosRationales,205,male,40 to 44 years old,United Kingdom,Secondary school-leaving certificate/Junior High Diploma,Employee
274,RE19,4,5,5,4,4,273,MT+CF:PosRationales,270,male,40 to 44 years old,United Kingdom,Secondary school-leaving certificate/Junior High Diploma,Employee
275,RE08,4,2,4,4,4,381,MT:PosRationales,261,female,35 to 39 years old,United Kingdom,A-levels/International Baccalaureate/Higher education entrance qualification,Employee
275,RE09,4,4,4,4,5,136,CF:PosRationales,169,female,35 to 39 years old,United Kingdom,A-levels/International Baccalaureate/Higher education entrance qualification,Employee
275,RE10,4,4,4,4,4,37,MT+CF:PosRationales,160,female,35 to 39 years old,United Kingdom,A-levels/International Baccalaureate/Higher education entrance qualification,Employee
275,RE11,4,4,4,4,4,101,MT+CF:RevRationales,253,female,35 to 39 years old,United Kingdom,A-levels/International Baccalaureate/Higher education entrance qualification,Employee
275,RE12,4,2,4,4,4,216,MT+CF:RevRationales,276,female,35 to 39 years old,United Kingdom,A-levels/International Baccalaureate/Higher education entrance qualification,Employee
275,RE13,4,4,4,4,4,177,MT+CF:RevRationales,1353,female,35 to 39 years old,United Kingdom,A-levels/International Baccalaureate/Higher education entrance qualification,Employee
275,RE15,4,4,4,4,4,302,MT:PosRationales,147,female,35 to 39 years old,United Kingdom,A-levels/International Baccalaureate/Higher education entrance qualification,Employee
275,RE16,4,2,4,4,4,189,CF:PosRationales,185,female,35 to 39 years old,United Kingdom,A-levels/International Baccalaureate/Higher education entrance qualification,Employee
275,RE17,4,3,4,4,4,22,CF:PosRationales,318,female,35 to 39 years old,United Kingdom,A-levels/International Baccalaureate/Higher education entrance qualification,Employee
275,RE18,4,4,4,4,4,373,MT+CF:PosRationales,293,female,35 to 39 years old,United Kingdom,A-levels/International Baccalaureate/Higher education entrance qualification,Employee
275,RE19,4,4,4,4,4,362,MT+CF:PosRationales,150,female,35 to 39 years old,United Kingdom,A-levels/International Baccalaureate/Higher education entrance qualification,Employee
276,RE08,4,3,4,4,4,241,MT:PosRationales,242,female,25 to 29 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
276,RE09,4,3,4,4,4,233,CF:PosRationales,358,female,25 to 29 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
276,RE11,4,4,4,4,4,163,MT+CF:RevRationales,647,female,25 to 29 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
276,RE12,4,4,4,4,4,150,MT+CF:RevRationales,522,female,25 to 29 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
276,RE13,3,2,4,4,4,366,MT+CF:RevRationales,266,female,25 to 29 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
276,RE14,4,3,4,4,4,26,MT:PosRationales,194,female,25 to 29 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
276,RE15,4,3,4,4,4,89,MT:PosRationales,244,female,25 to 29 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
276,RE16,4,3,4,4,4,304,CF:PosRationales,300,female,25 to 29 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
276,RE17,4,4,4,4,4,346,CF:PosRationales,198,female,25 to 29 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
276,RE18,3,2,4,2,4,185,MT+CF:PosRationales,292,female,25 to 29 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
276,RE19,3,2,4,4,4,43,MT+CF:PosRationales,160,female,25 to 29 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
277,RE13,2,2,4,3,4,363,MT+CF:RevRationales,277,female,30 to 34 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
277,RE14,2,2,4,2,4,104,MT:PosRationales,197,female,30 to 34 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
279,RE08,4,4,4,4,4,268,MT:PosRationales,217,female,20 to 24 years old,United States,Still in school,University student
279,RE09,4,4,4,4,4,168,CF:PosRationales,287,female,20 to 24 years old,United States,Still in school,University student
279,RE10,4,4,4,4,4,355,MT+CF:PosRationales,224,female,20 to 24 years old,United States,Still in school,University student
279,RE11,4,4,4,3,4,52,MT+CF:RevRationales,490,female,20 to 24 years old,United States,Still in school,University student
279,RE12,4,4,4,4,4,264,MT+CF:RevRationales,226,female,20 to 24 years old,United States,Still in school,University student
279,RE13,4,4,4,4,4,247,MT+CF:RevRationales,368,female,20 to 24 years old,United States,Still in school,University student
279,RE14,4,4,4,4,4,73,MT:PosRationales,311,female,20 to 24 years old,United States,Still in school,University student
279,RE15,4,4,4,4,4,95,MT:PosRationales,177,female,20 to 24 years old,United States,Still in school,University student
279,RE16,4,4,4,4,4,362,CF:PosRationales,348,female,20 to 24 years old,United States,Still in school,University student
279,RE17,4,4,4,4,4,146,CF:PosRationales,224,female,20 to 24 years old,United States,Still in school,University student
279,RE18,4,4,4,4,4,298,MT+CF:PosRationales,221,female,20 to 24 years old,United States,Still in school,University student
279,RE19,4,4,4,4,4,192,MT+CF:PosRationales,262,female,20 to 24 years old,United States,Still in school,University student
280,RE08,3,3,4,4,4,4,MT:PosRationales,156,female,50 to 54 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Self-employed
280,RE09,3,3,3,3,5,335,CF:PosRationales,152,female,50 to 54 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Self-employed
280,RE10,2,1,3,2,4,326,MT+CF:PosRationales,234,female,50 to 54 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Self-employed
280,RE11,3,5,4,4,4,281,MT+CF:RevRationales,360,female,50 to 54 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Self-employed
280,RE12,4,4,4,5,5,130,MT+CF:RevRationales,546,female,50 to 54 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Self-employed
280,RE13,4,2,5,5,5,105,MT+CF:RevRationales,414,female,50 to 54 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Self-employed
280,RE14,4,4,4,4,5,159,MT:PosRationales,140,female,50 to 54 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Self-employed
280,RE15,5,3,5,5,5,168,MT:PosRationales,198,female,50 to 54 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Self-employed
280,RE16,3,3,3,3,4,171,CF:PosRationales,240,female,50 to 54 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Self-employed
280,RE18,3,3,4,3,4,356,MT+CF:PosRationales,364,female,50 to 54 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Self-employed
280,RE19,4,4,5,5,5,314,MT+CF:PosRationales,283,female,50 to 54 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Self-employed
282,RE08,5,1,5,4,5,347,MT:PosRationales,116,female,40 to 44 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
282,RE09,4,1,4,4,4,75,CF:PosRationales,212,female,40 to 44 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
282,RE10,4,2,5,4,5,304,MT+CF:PosRationales,135,female,40 to 44 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
282,RE11,5,2,5,5,5,364,MT+CF:RevRationales,271,female,40 to 44 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
282,RE12,4,1,5,4,5,309,MT+CF:RevRationales,215,female,40 to 44 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
282,RE13,4,1,4,4,4,327,MT+CF:RevRationales,214,female,40 to 44 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
282,RE14,4,1,4,4,4,90,MT:PosRationales,279,female,40 to 44 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
282,RE15,4,1,4,4,4,290,MT:PosRationales,126,female,40 to 44 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
282,RE16,3,1,3,3,4,379,CF:PosRationales,229,female,40 to 44 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
282,RE17,2,2,2,2,4,282,CF:PosRationales,281,female,40 to 44 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
282,RE18,4,2,4,4,4,59,MT+CF:PosRationales,126,female,40 to 44 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
282,RE19,4,2,4,4,5,75,MT+CF:PosRationales,177,female,40 to 44 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
283,RE08,4,3,4,3,4,149,MT:PosRationales,166,female,55 to 59 years old,United Kingdom,"High school diploma/Intermediate/General Certificate of Secondary Education, secondary school-leaving certificate or equivalent",Employee
283,RE14,4,4,3,3,4,300,MT:PosRationales,275,female,55 to 59 years old,United Kingdom,"High school diploma/Intermediate/General Certificate of Secondary Education, secondary school-leaving certificate or equivalent",Employee
284,RE08,4,5,5,5,5,181,MT:PosRationales,138,female,35 to 39 years old,United Kingdom,A-levels/International Baccalaureate/Higher education entrance qualification,Employee
284,RE09,2,5,2,3,5,302,CF:PosRationales,241,female,35 to 39 years old,United Kingdom,A-levels/International Baccalaureate/Higher education entrance qualification,Employee
284,RE10,4,5,4,4,5,328,MT+CF:PosRationales,307,female,35 to 39 years old,United Kingdom,A-levels/International Baccalaureate/Higher education entrance qualification,Employee
284,RE11,4,5,4,4,5,311,MT+CF:RevRationales,480,female,35 to 39 years old,United Kingdom,A-levels/International Baccalaureate/Higher education entrance qualification,Employee
284,RE12,3,4,3,2,5,176,MT+CF:RevRationales,328,female,35 to 39 years old,United Kingdom,A-levels/International Baccalaureate/Higher education entrance qualification,Employee
284,RE13,5,5,5,5,5,355,MT+CF:RevRationales,377,female,35 to 39 years old,United Kingdom,A-levels/International Baccalaureate/Higher education entrance qualification,Employee
284,RE14,5,5,5,5,5,339,MT:PosRationales,306,female,35 to 39 years old,United Kingdom,A-levels/International Baccalaureate/Higher education entrance qualification,Employee
284,RE15,5,5,5,5,5,244,MT:PosRationales,269,female,35 to 39 years old,United Kingdom,A-levels/International Baccalaureate/Higher education entrance qualification,Employee
284,RE16,1,4,3,2,5,14,CF:PosRationales,324,female,35 to 39 years old,United Kingdom,A-levels/International Baccalaureate/Higher education entrance qualification,Employee
284,RE17,4,5,3,3,5,29,CF:PosRationales,315,female,35 to 39 years old,United Kingdom,A-levels/International Baccalaureate/Higher education entrance qualification,Employee
284,RE18,5,5,5,5,5,208,MT+CF:PosRationales,269,female,35 to 39 years old,United Kingdom,A-levels/International Baccalaureate/Higher education entrance qualification,Employee
284,RE19,3,5,4,4,5,322,MT+CF:PosRationales,238,female,35 to 39 years old,United Kingdom,A-levels/International Baccalaureate/Higher education entrance qualification,Employee
285,RE10,4,5,4,4,4,76,MT+CF:PosRationales,219,male,65 years or older,United Kingdom,Vocational university/university of applied sciences/university degree,Other
285,RE17,3,3,3,3,3,230,CF:PosRationales,249,male,65 years or older,United Kingdom,Vocational university/university of applied sciences/university degree,Other
285,RE18,3,3,4,3,4,33,MT+CF:PosRationales,192,male,65 years or older,United Kingdom,Vocational university/university of applied sciences/university degree,Other
285,RE19,3,4,3,3,4,360,MT+CF:PosRationales,297,male,65 years or older,United Kingdom,Vocational university/university of applied sciences/university degree,Other
288,RE09,2,2,2,2,2,149,CF:PosRationales,305,male,25 to 29 years old,United Kingdom,Other degree,Employee
288,RE10,3,1,2,3,3,282,MT+CF:PosRationales,241,male,25 to 29 years old,United Kingdom,Other degree,Employee
288,RE11,4,4,4,4,4,292,MT+CF:RevRationales,312,male,25 to 29 years old,United Kingdom,Other degree,Employee
288,RE12,4,5,4,4,4,26,MT+CF:RevRationales,427,male,25 to 29 years old,United Kingdom,Other degree,Employee
288,RE13,4,3,4,4,4,20,MT+CF:RevRationales,402,male,25 to 29 years old,United Kingdom,Other degree,Employee
288,RE14,4,2,4,4,4,327,MT:PosRationales,294,male,25 to 29 years old,United Kingdom,Other degree,Employee
288,RE15,4,2,4,3,4,130,MT:PosRationales,114,male,25 to 29 years old,United Kingdom,Other degree,Employee
288,RE16,3,2,4,3,4,169,CF:PosRationales,176,male,25 to 29 years old,United Kingdom,Other degree,Employee
288,RE17,3,2,4,4,4,76,CF:PosRationales,187,male,25 to 29 years old,United Kingdom,Other degree,Employee
288,RE18,4,2,4,4,4,159,MT+CF:PosRationales,199,male,25 to 29 years old,United Kingdom,Other degree,Employee
288,RE19,4,2,4,4,4,350,MT+CF:PosRationales,238,male,25 to 29 years old,United Kingdom,Other degree,Employee
289,RE08,4,3,4,4,5,69,MT:PosRationales,231,male,40 to 44 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
289,RE09,4,3,5,4,4,288,CF:PosRationales,207,male,40 to 44 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
289,RE11,5,4,5,5,5,82,MT+CF:RevRationales,430,male,40 to 44 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
289,RE12,5,2,5,5,5,183,MT+CF:RevRationales,233,male,40 to 44 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
289,RE13,5,2,5,5,5,268,MT+CF:RevRationales,366,male,40 to 44 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
289,RE14,4,3,4,5,5,216,MT:PosRationales,158,male,40 to 44 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
289,RE15,5,4,5,4,5,43,MT:PosRationales,177,male,40 to 44 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
289,RE16,4,3,4,3,4,134,CF:PosRationales,258,male,40 to 44 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
289,RE17,4,4,3,4,4,61,CF:PosRationales,264,male,40 to 44 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
289,RE18,4,3,5,5,5,108,MT+CF:PosRationales,200,male,40 to 44 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
289,RE19,3,3,5,5,4,134,MT+CF:PosRationales,274,male,40 to 44 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
290,RE09,4,4,4,4,4,292,CF:PosRationales,161,male,50 to 54 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
290,RE11,5,5,5,5,5,312,MT+CF:RevRationales,516,male,50 to 54 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
290,RE13,5,4,5,1,5,331,MT+CF:RevRationales,390,male,50 to 54 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
290,RE14,4,4,5,4,4,96,MT:PosRationales,245,male,50 to 54 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
290,RE17,5,4,4,5,4,12,CF:PosRationales,251,male,50 to 54 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
290,RE18,4,4,5,4,4,67,MT+CF:PosRationales,197,male,50 to 54 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
291,RE08,2,5,2,5,5,382,MT:PosRationales,223,male,30 to 34 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Civil servant
291,RE09,2,5,2,2,5,85,CF:PosRationales,200,male,30 to 34 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Civil servant
291,RE10,5,5,5,5,5,182,MT+CF:PosRationales,258,male,30 to 34 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Civil servant
291,RE11,5,5,5,5,5,297,MT+CF:RevRationales,528,male,30 to 34 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Civil servant
291,RE12,2,3,1,1,4,164,MT+CF:RevRationales,519,male,30 to 34 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Civil servant
291,RE13,5,5,4,4,5,27,MT+CF:RevRationales,291,male,30 to 34 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Civil servant
291,RE14,5,5,4,5,4,358,MT:PosRationales,340,male,30 to 34 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Civil servant
291,RE15,3,4,3,2,4,121,MT:PosRationales,280,male,30 to 34 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Civil servant
291,RE16,3,5,3,2,5,347,CF:PosRationales,235,male,30 to 34 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Civil servant
291,RE17,5,5,2,2,4,340,CF:PosRationales,268,male,30 to 34 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Civil servant
291,RE18,4,4,3,4,4,87,MT+CF:PosRationales,265,male,30 to 34 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Civil servant
291,RE19,4,5,5,4,5,197,MT+CF:PosRationales,94,male,30 to 34 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Civil servant
292,RE08,5,5,5,5,5,186,MT:PosRationales,166,male,45 to 49 years old,United Kingdom,Completed apprenticeship,Employee
292,RE09,5,5,5,5,5,11,CF:PosRationales,281,male,45 to 49 years old,United Kingdom,Completed apprenticeship,Employee
292,RE10,5,5,5,5,5,371,MT+CF:PosRationales,243,male,45 to 49 years old,United Kingdom,Completed apprenticeship,Employee
292,RE11,5,5,5,5,5,324,MT+CF:RevRationales,523,male,45 to 49 years old,United Kingdom,Completed apprenticeship,Employee
292,RE12,5,5,5,5,5,239,MT+CF:RevRationales,275,male,45 to 49 years old,United Kingdom,Completed apprenticeship,Employee
292,RE13,5,5,5,5,5,131,MT+CF:RevRationales,272,male,45 to 49 years old,United Kingdom,Completed apprenticeship,Employee
292,RE14,5,5,5,5,5,342,MT:PosRationales,301,male,45 to 49 years old,United Kingdom,Completed apprenticeship,Employee
292,RE15,5,5,5,5,5,221,MT:PosRationales,134,male,45 to 49 years old,United Kingdom,Completed apprenticeship,Employee
292,RE16,5,5,5,5,5,148,CF:PosRationales,268,male,45 to 49 years old,United Kingdom,Completed apprenticeship,Employee
292,RE17,5,5,5,5,5,143,CF:PosRationales,182,male,45 to 49 years old,United Kingdom,Completed apprenticeship,Employee
292,RE18,5,5,5,5,5,234,MT+CF:PosRationales,224,male,45 to 49 years old,United Kingdom,Completed apprenticeship,Employee
292,RE19,5,5,5,5,5,374,MT+CF:PosRationales,227,male,45 to 49 years old,United Kingdom,Completed apprenticeship,Employee
293,RE08,2,4,4,3,3,262,MT:PosRationales,142,male,25 to 29 years old,United Kingdom,"Vocational baccalaureate diploma, vocational secondary certification",Self-employed
293,RE09,3,4,4,4,5,82,CF:PosRationales,223,male,25 to 29 years old,United Kingdom,"Vocational baccalaureate diploma, vocational secondary certification",Self-employed
293,RE10,4,4,5,4,4,323,MT+CF:PosRationales,309,male,25 to 29 years old,United Kingdom,"Vocational baccalaureate diploma, vocational secondary certification",Self-employed
293,RE11,3,5,5,4,5,23,MT+CF:RevRationales,419,male,25 to 29 years old,United Kingdom,"Vocational baccalaureate diploma, vocational secondary certification",Self-employed
293,RE12,5,5,5,5,5,346,MT+CF:RevRationales,447,male,25 to 29 years old,United Kingdom,"Vocational baccalaureate diploma, vocational secondary certification",Self-employed
293,RE13,4,4,5,4,5,319,MT+CF:RevRationales,492,male,25 to 29 years old,United Kingdom,"Vocational baccalaureate diploma, vocational secondary certification",Self-employed
293,RE15,2,4,4,4,4,250,MT:PosRationales,223,male,25 to 29 years old,United Kingdom,"Vocational baccalaureate diploma, vocational secondary certification",Self-employed
293,RE16,4,5,5,5,5,311,CF:PosRationales,357,male,25 to 29 years old,United Kingdom,"Vocational baccalaureate diploma, vocational secondary certification",Self-employed
293,RE17,1,1,1,1,3,319,CF:PosRationales,203,male,25 to 29 years old,United Kingdom,"Vocational baccalaureate diploma, vocational secondary certification",Self-employed
293,RE18,2,2,4,3,4,140,MT+CF:PosRationales,206,male,25 to 29 years old,United Kingdom,"Vocational baccalaureate diploma, vocational secondary certification",Self-employed
293,RE19,4,3,4,4,4,216,MT+CF:PosRationales,226,male,25 to 29 years old,United Kingdom,"Vocational baccalaureate diploma, vocational secondary certification",Self-employed
294,RE08,5,5,5,5,5,79,MT:PosRationales,151,male,45 to 49 years old,United Kingdom,"High school diploma/Intermediate/General Certificate of Secondary Education, secondary school-leaving certificate or equivalent",Employee
294,RE09,5,5,5,5,5,77,CF:PosRationales,161,male,45 to 49 years old,United Kingdom,"High school diploma/Intermediate/General Certificate of Secondary Education, secondary school-leaving certificate or equivalent",Employee
294,RE10,5,5,5,5,5,154,MT+CF:PosRationales,320,male,45 to 49 years old,United Kingdom,"High school diploma/Intermediate/General Certificate of Secondary Education, secondary school-leaving certificate or equivalent",Employee
294,RE11,5,5,5,5,5,146,MT+CF:RevRationales,499,male,45 to 49 years old,United Kingdom,"High school diploma/Intermediate/General Certificate of Secondary Education, secondary school-leaving certificate or equivalent",Employee
294,RE12,5,5,5,5,5,303,MT+CF:RevRationales,334,male,45 to 49 years old,United Kingdom,"High school diploma/Intermediate/General Certificate of Secondary Education, secondary school-leaving certificate or equivalent",Employee
294,RE13,5,5,5,5,5,208,MT+CF:RevRationales,452,male,45 to 49 years old,United Kingdom,"High school diploma/Intermediate/General Certificate of Secondary Education, secondary school-leaving certificate or equivalent",Employee
294,RE14,5,5,5,5,5,325,MT:PosRationales,169,male,45 to 49 years old,United Kingdom,"High school diploma/Intermediate/General Certificate of Secondary Education, secondary school-leaving certificate or equivalent",Employee
294,RE15,5,5,5,5,5,135,MT:PosRationales,176,male,45 to 49 years old,United Kingdom,"High school diploma/Intermediate/General Certificate of Secondary Education, secondary school-leaving certificate or equivalent",Employee
294,RE16,5,5,5,5,5,239,CF:PosRationales,275,male,45 to 49 years old,United Kingdom,"High school diploma/Intermediate/General Certificate of Secondary Education, secondary school-leaving certificate or equivalent",Employee
294,RE17,5,5,5,5,5,182,CF:PosRationales,276,male,45 to 49 years old,United Kingdom,"High school diploma/Intermediate/General Certificate of Secondary Education, secondary school-leaving certificate or equivalent",Employee
294,RE18,5,5,5,5,5,332,MT+CF:PosRationales,297,male,45 to 49 years old,United Kingdom,"High school diploma/Intermediate/General Certificate of Secondary Education, secondary school-leaving certificate or equivalent",Employee
294,RE19,5,5,5,5,5,320,MT+CF:PosRationales,262,male,45 to 49 years old,United Kingdom,"High school diploma/Intermediate/General Certificate of Secondary Education, secondary school-leaving certificate or equivalent",Employee
295,RE08,5,4,5,5,4,158,MT:PosRationales,289,male,20 to 24 years old,United Kingdom,A-levels/International Baccalaureate/Higher education entrance qualification,Unemployed/seeking employment
